index;Text;Sentiment;sentiment_coded
974;RT @MdB_Stroebele : #Migration Ich will , dass in Deutschland auch Migranten sicher leben können . Ohne Angst vor rechtem Terror. http://t.co / ...;positive;1
975;Meine letzten tweets ergeben so viel Sinn xD;positive;1
976;Soo Hyun macht sich nie nichts aus Dong Ho lol;neutral;2
977;@DanielaKayB Sehr bedenklich ...;neutral;2
978;Saxophon sucht rhytmusgitarre #Musiker #Künstler #Bands #Adoode . DE #Kostenlose #Kleinanzeigen : Suche rhytmusgi ... http://t.co/womKeVyQrQ;neutral;2
979;Borussia Dortmund : Gündogan fällt zwei Wochen aus : Ilkay Gündogan , Mittelfeldspieler bei Borussia Dortmund , fä ... http://t.co/GBZt4FH6mv;neutral;2
980;RT @_MissSimpson : @germanylovesCRS Kein Problem . Wir müssen was machen , damit Cody überall bekannt wird und mehr Konzerte in Deutschland ma ...;positive;1
981;Kennt sich jemand mit Gold Hamstern aus ?;neutral;2
982;RT @AlfredHoch : #Faymann wirkt trotz schwachem #Bucher sehr nervös ! Warum ? ;;
983;@changierend @wildchild1209 Diese Gewalt an diese armen Geräte nehmen auch immer mehr zu ... sowas .. ;;
984;@zundschnecke @Christine17998 ich mein wie kann man nicht bei diesem Lächeln und den Augen ?!?!?! http://t.co/erDZEoTPmg;positive;1
985;"Internationaler Fussball : Achtung , BVB ! Özil "" macht den Unterschied "" : Achtung , Dortmund ! Je ... http://t.co/y8cb95DWPB #football #Fussball";neutral;2
986;Darren , Fabian und Alex haben erfolgreich das Summer Breeze 2013  überlebt ! Der Restalkohol ist so langsam aus den ... http://t.co/TIvijHRfRQ;neutral;2
987;Spenglers Zukunft : BMW ja , Schnitzer vielleicht #DTM http://t.co/HlhMws6T8g;neutral;2
988;Ich wäre gerne schwarz geboren . - tanzen - nie wieder bräunen - geile haare - einfach Nice ass - just black;neutral;2
989;"RT @kayefofficial : "" Alles cool "" lief grade bei Berlin Tag &amp";;
990;Suhrkamp : Gläubiger billigen Insolvenzplan http://t.co/aCdzL3tPSt;neutral;2
991;#Job #Stellenangebot http://t.co/8TySTX5cQy - Daimler AG : Praktikum ab Oktober 2013  im Bereich Brand Management / Internal Branding;neutral;2
992;Was macht jemanden attraktiv ? - Öhm ... ich würde gerne meinen Joker befragen ... http://t.co/4I2cGHAjBe;neutral;2
993;RT @NDRnds : Mehr Staatsanwälte sollen #Tierquälerei in Nds ahnden . Hintergrund : neue Vorwürfe gegen #Wiesenhof . http://t.co/iBVsu0X6IZ;neutral;2
994;@xilovemichelle_ Kutmichelle =( ..;negative;0
995;@sinkingFX Die Liebe unter Verwandten . : ' 3;positive;1
996;Cros Kindermusik braucht keiner .;negative;0
997;RT @ZDFsport : Extrem viele Braunschweiger hier . :-) Gutes Spiel @DFB_Team - live @ZDF ! #sweger http://t.co/6pAfqA9c4K;positive;1
998;Moin Moin ... trotz Regen wünsche ich euch einen Happy #Castle Monday;positive;1
999;RT @Geisthoernchen : @NewelMedia Tja , der IRAN weiss sehr gut , dass sie das EIGENTLICHE Ziel sind ...;negative;0
